Habitat,Group,Order,Family,Species,SLA.Alien,SLA.Native,Hmax.Alien,Hmax.Native,SWT.Alien,SWT.Native,Ref
Tropical dry forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Licania caudata,,,,30,,,864
Tropical dry forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Licania cuprea,,,,40,,6790,300
Tropical dry forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Licania heteromorpha,,,,34.64,,3263.429,300
Tropical dry forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Licania incana,,,,25,,8280,300
Tropical dry forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Licania krukovii,,,,25,,,864
Tropical dry forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Licania lata,,,,20,,,864
Tropical dry forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Licania latifolia,,,,25,,,864
Tropical dry forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Licania longistyla,,,,21.71,,,864
Tropical dry forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Licania majuscula,,,,40,,21640,300
Tropical dry forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Licania octandra,,,,20,,,864
Tropical dry forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Licania pallida,,,,30,,,864
Tropical dry forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Licania sp.,,,,36.99,,3012.017,300
Tropical dry forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Licania unceolaris,,,,30,,,864
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Licaria canella,,,,30,,,864
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Licaria sp.,,,,40,,839.464,300
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Licaria triandra,,167.9,,11,,,641; 642
Tropical dry forest,Dicotyledons,Sapindales,Sapindaceae,Litchi chinensis,77.6,,,,,,437; 883
Tropical dry forest,Dicotyledons,Malpighiales,Malpighiaceae,Lophopterys sp.,,,,45,,700,300
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Loreya subandina,,,,15,,,864
Tropical dry forest,Dicotyledons,Malpighiales,Salicaceae,Lunania parviflora,,,,15,,1.2,864; 884
Tropical dry forest,Dicotyledons,Santalales,Olacaceae,Maburea trinervis,,,,40,,11520,300
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Machaerium floribundum,,,,,,83,864; 885
Tropical dry forest,Dicotyledons,Rosales,Moraceae,Maclura tinctoria,,244,,21.83,,,641; 642
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Macrolobium acaciifolium,,,,40,,1426,864; 884
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Macrolobium angustifolium,,,,30,,2200,864; 884
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Macrolobium gracile,,,,25,,410,864; 884
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Macrolobium limbatum,,,,30,,,864
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Macrolobium multijugum,,,,25,,3500,300
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Madhuca indica,,89,,,,,437; 883
Tropical dry forest,Dicotyledons,Magnoliales,Magnoliaceae,Magnolia grandiflora,63.9,,,,70.324,,437; 883; 884
Tropical dry forest,Dicotyledons,Malpighiales,Euphorbiaceae,Mallotus philippensis,,174.8,,,,26.9,437; 883; 884
Tropical dry forest,Dicotyledons,Sapindales,Anacardiaceae,Mangifera indica,,73.9,,,,11647.922,437; 883; 884
Tropical dry forest,Dicotyledons,Malpighiales,Phyllanthaceae,Margaritaria nobilis,,187,,20.43,,11,641; 642; 884
Tropical dry forest,Dicotyledons,Malpighiales,Clusiaceae,Marila tomentosa,,,,20,,,864
Tropical dry forest,Dicotyledons,Solanales,Convolvulaceae,Maripa scandens,,,,40,,1780,300
Tropical dry forest,Dicotyledons,Myrtales,Myrtaceae,Marlierea schomburgkiana,,,,5,,,864
Tropical dry forest,Dicotyledons,Malpighiales,Malpighiaceae,Mascagnia leucanthele,,,,40,,310,300
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Matisia malacocalyx,,,,20,,,864
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Matisia obliquifolia,,,,20,,,864
Tropical dry forest,Monocotyledons,Arecales,Arecaceae,Mauritia flexuosa,,,,31.62,,20584.234,300
Tropical dry forest,Monocotyledons,Arecales,Arecaceae,Mauritiella armata,,,20,,,,864
Tropical dry forest,Dicotyledons,NearGarryales,Icacinaceae,Metteniusa tessmanniana,,,,12,,,864
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Miconia bubalina,,,,3,,0.08,864; 884
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Miconia cazaletii,,,,6,,,864
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Miconia decurrens,,,,6,,,864
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Miconia elata,,101.1,,17.99,,,864
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Miconia grandifolia,,,,12,,,864
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Miconia matthaei,,,,8,,,864
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Miconia napoana,,,,9,,,864
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Miconia pilgeriana,,,,15,,,864
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Miconia punctata,,106.6,,18,,,864
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Miconia splendens,,,,8,,,864
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Miconia subspicata,,,,4,,,864
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Miconia ternatifolia,,,,6,,,864
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Miconia trinervia,,141.4,,15,,0.007,864; 884
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Micropholis venulosa,,,,40,,489.281,300
Tropical dry forest,Dicotyledons,Magnoliales,Annonaceae,Miliusa tomentosa,,116.6,,,,,883
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Mimosa sp.,,,,25,,9.6,300
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Mimusops elengi,,79.7,,,,603,437; 883; 884
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Mimusops hexandra,,81.4,,12,,588.24,437; 883; 884
Tropical dry forest,Dicotyledons,Gentianales,Rubiaceae,Mitragyna parvifolia,,109.9,,,,0.1,437; 883; 884
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Mollia gracilis,,,,25,,,864
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Mollia lepidota,,,,22.36,,14,300
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Mora excelsa,,,,45,,120140,300
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Mora gonggrijpii,,,,40,,117210,300
Tropical dry forest,Dicotyledons,Rosales,Moraceae,Morus alba,164.4,,5.5,,10.185,,400; 437; 883; 888
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Mouriri laxiflora,,,,14,,,864
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Mouriri nigra,,,,33,,,864
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Mouriri oligantha,,,,20,,,864
Tropical dry forest,Dicotyledons,Myrtales,Melastomataceae,Mouriri vernicosa,,,,25,,,864
Tropical dry forest,Dicotyledons,Fabales,Polygalaceae,Moutabea guianensis,,,,40,,1840,300
Tropical dry forest,Dicotyledons,Myrtales,Myrtaceae,Myrcia aliena,,,,8,,,864
Tropical dry forest,Dicotyledons,Myrtales,Myrtaceae,Myrcia rufipila,,,,25,,220,300
Tropical dry forest,Dicotyledons,Myrtales,Myrtaceae,Myrcianthes sp.,,149,,25,,,641; 642
Tropical dry forest,Dicotyledons,Myrtales,Myrtaceae,Myrciaria floribunda,,411,,15,,,864
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Myroxylon balsamum,,,,40,,451,864; 884
Tropical dry forest,Dicotyledons,Rosales,Moraceae,Naucleopsis amara,,,,15,,,864
Tropical dry forest,Dicotyledons,Rosales,Moraceae,Naucleopsis herrerensis,,,,25,,,864
Tropical dry forest,Dicotyledons,Rosales,Moraceae,Naucleopsis humilis,,,,2,,,864
Tropical dry forest,Dicotyledons,Rosales,Moraceae,Naucleopsis imitans,,,,25,,,864
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Nectandra cissiflora,,,,30.74,,,864
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Nectandra coeloclada,,,,30,,,864
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Nectandra crassiloba,,,,30,,,864
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Nectandra gracilis,,,,25,,,864
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Nectandra lineata,,,,27.73,,,864
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Nectandra pearcei,,,,30,,,864
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Nectandra sp.,,,16.64,,11340,,300
Tropical dry forest,Dicotyledons,Caryophyllales,Nyctaginaceae,Neea hermaphrodita,,143,,11,,,641; 642
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Neosprucea grandiflora,,,,4,,,864
Tropical dry forest,Dicotyledons,Lamiales,Verbenaceae,Nyctanthes arbor-tristis,,101.9,,,,,437; 883
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Ochroma pyramidale,,171.4,,29.47,,8,864; 884
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Ocotea argyrophylla,,,,20,,,864
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Ocotea cuneifolia,,,,13,,,864
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Ocotea floribunda,,,,30,,1643.32,864; 884
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Ocotea guianensis,,84,,27.86,,,641; 642
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Ocotea leucoxylon,,,,14,,100,864; 884
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Ocotea olivacea,,,,15,,,864
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Ocotea sp.,,104.3,,20.18,,,641; 642
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Ocotea ucayalensis,,,,20,,,864
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Ormosia amazonica,,,,16.19,,,864
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Ormosia coccinea,,,,36.52,,679.922,300
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Ormosia coutinhoi,,,,40,,10050,300
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Ormosia nobilis,,,,25.63,,,642
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Ormosia sp.,,,,28.28,,4630,300
Tropical dry forest,Dicotyledons,Magnoliales,Myristicaceae,Osteophloeum platyspermum,,,,37.82,,,864
Tropical dry forest,Dicotyledons,Magnoliales,Myristicaceae,Otoba glycycarpa,,,,30,,,864
Tropical dry forest,Dicotyledons,Magnoliales,Myristicaceae,Otoba parvifolia,,,,30,,1830,864; 884
Tropical dry forest,Dicotyledons,Malpighiales,Ochnaceae,Ouratea amplifolia,,,,20,,,864
Tropical dry forest,Dicotyledons,Malpighiales,Ochnaceae,Ouratea guianensis,,,,10,,180,300
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Pachira aquatica,108.5,,31.62,,2234.946,,300
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Pachira insignis,,,30,,10417,,864; 884
Tropical dry forest,Dicotyledons,Gentianales,Rubiaceae,Palicourea longiflora,,,,10,,40,300
Tropical dry forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Parinari campestris,,,,45,,17890,300
Tropical dry forest,Dicotyledons,Malpighiales,Chrysobalanaceae,Parinari excelsa,,,,45.17,,7334.842,300
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Parkia balslevii,,,,20,,,864
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Parkia pendula,,,,40.42,,80,300
Tropical dry forest,Dicotyledons,Sapindales,Sapindaceae,Paullinia sp.,,,,25,,750,300
Tropical dry forest,Dicotyledons,Sapindales,Sapindaceae,Paullinia xestophylla,,,,10,,,864
Tropical dry forest,Dicotyledons,Malpighiales,Violaceae,Paypayrola longifolia,,,,25,,150,300
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Peltogyne venosa,,,,45,,230.369,300
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Pentaclethra macroloba,,,,32.59,,6049.091,300
Tropical dry forest,Dicotyledons,Gentianales,Rubiaceae,Pentagonia macrophylla,,,,9.77,,6.6,864; 884
Tropical dry forest,Dicotyledons,Gentianales,Rubiaceae,Pentagonia spathicalyx,,,,6,,,864
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Pentapetes acerifolia,,104.5,,30,,,437
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Pentaplaris huaoranica,,,,50,,,864
Tropical dry forest,Dicotyledons,Malpighiales,Euphorbiaceae,Pera nitida,,,,7,,,864
Tropical dry forest,Dicotyledons,Rosales,Moraceae,Perebea tessmannii,,,,20,,629,864; 884
Tropical dry forest,Dicotyledons,Celastrales,Celastraceae,Peritassa compta,,,,25,,4240,300
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Persea pseudofasciculata,,,,22,,,864
Tropical dry forest,Dicotyledons,Gentianales,Apocynaceae,Peschiera australis,,223,,8.94,,,641; 642
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Phragmotheca ecuadorensis,,,,40,,,864
Tropical dry forest,Monocotyledons,Arecales,Arecaceae,Phytelephas tenuicaulis,,,,7,,,864
Tropical dry forest,Dicotyledons,Sapindales,Simaroubaceae,Picramnia latifolia,,,,14.79,,56.9,864; 884
Tropical dry forest,Dicotyledons,Sapindales,Simaroubaceae,Picramnia sellowii,,118,,8.49,,,641; 642
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Piptadenia pteroclada,,,,25,,,864
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Pithecellobium jupunba,,,,40,,250,300
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Pleuranthodendron lindenii,,136.2,,22.36,,46,864; 884
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Pleurothyrium bifidum,,,,30,,,864
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Pleurothyrium cuneifolium,,,,12,,,864
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Pleurothyrium trianae,,,,35,,,864
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Pleurothyrium williamsii,,,,8,,,864
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Poecilanthe hostmannii,,,,25,,2100,300
Tropical dry forest,Dicotyledons,Magnoliales,Annonaceae,Polyalthia longifolia,,156,,,,,437; 883
Tropical dry forest,Dicotyledons,Magnoliales,Annonaceae,Polyalthia pendula,,139.3,,,,,437; 883
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Pongamia pinnata,,165.7,,,,1969,437; 883; 884
Tropical dry forest,Dicotyledons,Malpighiales,Salicaceae,Populus deltoides,,103.4,,35.81,,1.15,437; 883; 884
Tropical dry forest,Dicotyledons,Magnoliales,Annonaceae,Porcelia mediocris,,,,30,,,864
Tropical dry forest,Dicotyledons,Gentianales,Rubiaceae,Posoqueria latifolia,,180.3,,15.52,,,864
Tropical dry forest,Dicotyledons,Rosales,Moraceae,Poulsenia armata,,81.1,,34.5,,75,864; 884
Tropical dry forest,Dicotyledons,Rosales,Urticaceae,Pourouma bicolor,,78.9,,21.34,,,864
Tropical dry forest,Dicotyledons,Rosales,Urticaceae,Pourouma cecropiifolia,,,,20,,500,642; 884
Tropical dry forest,Dicotyledons,Rosales,Urticaceae,Pourouma napoensis,,,,25,,,864
Tropical dry forest,Dicotyledons,Rosales,Urticaceae,Pourouma petiolulata,,,,20,,,864
Tropical dry forest,Dicotyledons,Rosales,Urticaceae,Pourouma tomentosa,,,,30,,,864
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pouteria baehniana,,,,25,,,864
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pouteria bangii,,,,30,,,864
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pouteria cladantha,,,,25,,590,300
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pouteria durlandii,,182.5,,19.36,,1800,864; 884
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pouteria ephedrantha,,,,40,,33500,864; 884
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pouteria glomerata,,86.7,,29.26,,330,864; 884
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pouteria gracilis,,,,20,,,864
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pouteria guianensis,,,,34.54,,3715.299,300
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pouteria hispida,,,,36,,,864
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pouteria macrophylla,,138,,27.74,,9150,641; 642; 884
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pouteria multiflora,,,,36,,,864
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pouteria nemorosa,,125,,34,,,641; 642
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pouteria petiolata,,,,15,,,864
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pouteria platyphylla,,,,18,,,864
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pouteria pubescens,,,,20,,,864
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pouteria speciosa,,,,40,,145470,300
Tropical dry forest,Dicotyledons,Ericales,Sapotaceae,Pradosia atroviolacea,,,,40,,,864
Tropical dry forest,Dicotyledons,Sapindales,Burseraceae,Protium decandrum,,,,40,,5960,300
Tropical dry forest,Dicotyledons,Sapindales,Burseraceae,Protium fimbriatum,,,,25,,,864
Tropical dry forest,Dicotyledons,Sapindales,Burseraceae,Protium nodulosum,,,,18.76,,,864
Tropical dry forest,Dicotyledons,Sapindales,Burseraceae,Protium opacum,,,,50,,,864
Tropical dry forest,Dicotyledons,Sapindales,Burseraceae,Protium subserratum,,,,25,,,864
Tropical dry forest,Dicotyledons,Sapindales,Burseraceae,Protium tenuifolium,,106.9,,24.21,,1300,864; 884
Tropical dry forest,Dicotyledons,Sapindales,Burseraceae,Protium trifoliolatum,,,,20.62,,,864
Tropical dry forest,Dicotyledons,Rosales,Moraceae,Pseudolmedia laevis,,163,,36.88,,435,641; 642; 884
Tropical dry forest,Dicotyledons,Magnoliales,Annonaceae,Pseudoxandra polyphleba,,,,20,,,864
Tropical dry forest,Dicotyledons,Myrtales,Myrtaceae,Psidium acutangulum,,,,8,,75,864; 884
Tropical dry forest,Dicotyledons,Myrtales,Myrtaceae,Psidium guajava,,96,,,,9,437; 883; 884
Tropical dry forest,Dicotyledons,Myrtales,Myrtaceae,Psidium sp.,,,,25,,5310,300
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Pterocarpus amazonum,,,,16,,400,864; 884
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Pterocarpus marsupium,,86.6,,,,583,883; 884
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Pterocarpus officinalis,,,,25,,2377.015,300
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Pterocarpus rohrii,,104,,37.44,,178,864; 884
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Pterospermum acerifolium,,104.5,,,,230.79,883; 884
Tropical dry forest,Dicotyledons,Malpighiales,Clusiaceae,Quapoya panapanari,,,,40,,7,300
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Quararibea amazonica,,,,10,,,864
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Quararibea wittii,,,,,,840,864; 884
Tropical dry forest,Dicotyledons,Sapindales,Simaroubaceae,Quassia cedron,,,,10,,14120,300
Tropical dry forest,Dicotyledons,Malpighiales,Ochnaceae,Quiina guianensis,,,,10,,250,300
Tropical dry forest,Dicotyledons,Malpighiales,Ochnaceae,Quiina indigofera,,,,40,,940,300
Tropical dry forest,Dicotyledons,Myrtales,Combretaceae,Quisqualis indica,,246.3,,,,,437; 883
Tropical dry forest,Dicotyledons,Gentianales,Rubiaceae,Randia armata,,,,14.48,,104,864; 884
Tropical dry forest,Dicotyledons,Laurales,Lauraceae,Rhodostemonodaphne grandis,,,,20,,,864
Tropical dry forest,Dicotyledons,Malpighiales,Violaceae,Rinorea sp.,,,8.94,,160,,300
Tropical dry forest,Dicotyledons,Magnoliales,Annonaceae,Rollinia dolichopetala,,,,20,,,864
Tropical dry forest,Dicotyledons,Magnoliales,Annonaceae,Rollinia helosioides,,,,20,,,864
Tropical dry forest,Dicotyledons,Proteales,Proteaceae,Roupala montana,,,,26.46,,47,864; 884
Tropical dry forest,Dicotyledons,Sapindales,Meliaceae,Ruagea insignis,,,,35,,,864
Tropical dry forest,Dicotyledons,Gentianales,Rubiaceae,Rudgea carolina,,,,12,,,864
Tropical dry forest,Dicotyledons,Myrtales,Vochysiaceae,Ruizterania albiflora,,,,45,,747.802,300
Tropical dry forest,Dicotyledons,Malpighiales,Salicaceae,Ryania speciosa,,232,,20,,,864
Tropical dry forest,Dicotyledons,Celastrales,Celastraceae,Salacia maburensis,,,,10,,5610,300
Tropical dry forest,Dicotyledons,Celastrales,Celastraceae,Salacia macrantha,,,,8,,,864
Tropical dry forest,Dicotyledons,Sapindales,Sapindaceae,Sapindus mukorossi,,190.8,,5,,886.5,437; 883; 884
Tropical dry forest,Dicotyledons,Sapindales,Sapindaceae,Sapindus saponaria,,224,,25.3,,701,641; 642; 884
Tropical dry forest,Dicotyledons,Malpighiales,Euphorbiaceae,Sapium glandulosum,,250.6,,24.5,,34,641; 642; 884
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Saraca indica,113.1,,,,,,437; 883
Tropical dry forest,Dicotyledons,Apiales,Araliaceae,Schefflera morototoni,,,,27.39,,140,864; 884
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Schizolobium parahyba,,,,32.93,,954.4,642; 884
Tropical dry forest,Dicotyledons,Sapindales,Sapindaceae,Schleichera oleosa,,123,,,,555.36,437; 883; 884
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Sclerolobium guianense,,,,45,,350,300
Tropical dry forest,Dicotyledons,Fabales,Polygalaceae,Securidaca sp.,,,,20,,22.134,300
Tropical dry forest,Dicotyledons,Fabales,Polygalaceae,Securidaca spinifex,,,,40,,240,300
Tropical dry forest,Dicotyledons,Gentianales,Rubiaceae,Semaphyllanthe megistocaula,,,,45,,,864
Tropical dry forest,Dicotyledons,Sapindales,Anacardiaceae,Semecarpus anacardium,,148.8,,,,,437; 883
Tropical dry forest,Dicotyledons,Malpighiales,Euphorbiaceae,Senefeldera inclinata,,,,20,,,864
Tropical dry forest,Dicotyledons,Fabales,Fabaceae,Senna trolliiflora,,,,5,,,864
Tropical dry forest,Dicotyledons,Malvales,Dipterocarpaceae,Shorea robusta,,102.7,,,,879.6,883; 884
Tropical dry forest,Dicotyledons,Sapindales,Simaroubaceae,Simaba polyphylla,,,,20,,,864
Tropical dry forest,Dicotyledons,Sapindales,Simaroubaceae,Simarouba amara,,83.6,,32.54,,219,864; 884
Tropical dry forest,Dicotyledons,Gentianales,Rubiaceae,Simira wurdackii,,,,35,,,864
Tropical dry forest,Dicotyledons,Laurales,Monimiaceae,Siparuna cervicornis,,,,25,,,864
Tropical dry forest,Dicotyledons,Laurales,Monimiaceae,Siparuna guianensis,,,,7.25,,,864
Tropical dry forest,Dicotyledons,Laurales,Monimiaceae,Siparuna macrotepala,,,,10,,,864
Tropical dry forest,Dicotyledons,Oxalidales,Elaeocarpaceae,Sloanea grandiflora,,,,20,,,864
Tropical dry forest,Dicotyledons,Oxalidales,Elaeocarpaceae,Sloanea laurifolia,,,,40,,1430,300
Tropical dry forest,Dicotyledons,Oxalidales,Elaeocarpaceae,Sloanea rufa,,,,20,,,864
Tropical dry forest,Dicotyledons,Oxalidales,Elaeocarpaceae,Sloanea sp.,,,,26.49,,4272.054,300
Tropical dry forest,Dicotyledons,Oxalidales,Elaeocarpaceae,Sloanea synandra,,,,35,,,864
Tropical dry forest,Monocotyledons,Liliales,Smilacaceae,Smilax syphilitica,,,,40,,220,300
Tropical dry forest,Monocotyledons,Arecales,Arecaceae,Socratea exorrhiza,,105,,24.49,,3400,864; 884
Tropical dry forest,Dicotyledons,Rosales,Moraceae,Sorocea muriculata,,,,6,,,864
Tropical dry forest,Dicotyledons,Rosales,Moraceae,Sorocea steinbachii,,,,7,,200,864; 884
Tropical dry forest,Dicotyledons,Sapindales,Meliaceae,Soymida febrifuga,,74.6,,,,101.52,883; 884
Tropical dry forest,Dicotyledons,Lamiales,Bignoniaceae,Spathodea campanulata,175.5,,24.4,,4.838,,437; 883; 884
Tropical dry forest,Dicotyledons,Sapindales,Anacardiaceae,Spondias mangifera,,129.5,,,,10000,437; 883; 884
Tropical dry forest,Dicotyledons,Sapindales,Anacardiaceae,Spondias mombin,,167.4,,34.15,,2354.262,300
Tropical dry forest,Dicotyledons,Malpighiales,Dichapetalaceae,Stephanopodium peruvianum,,,,12,,,864
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Sterculia alata,,114.3,,,,662,437; 883; 884
Tropical dry forest,Dicotyledons,Malvales,Malvaceae,Sterculia apetala,86.3,,40.2,,1899,,864; 884
